dates,website,
3 18 2020,https://www.poynter.org/?ifcn_misinformation=covid-19-is-no-worse-than-other-outbreaks-that-have-occurred-in-every-election-year-suggesting-that-the-new-coronavirus-is-being-hyped-to-hurt-president-donald-tru,deny
3 18 2020,https://www.factcheck.org/2020/03/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://www.factcheck.org/issue/2020-election/,deny
3 18 2020,https://www.factcheck.org/issue/elections/,deny
3 18 2020,https://www.factcheck.org/author/sydney-schaedel/,deny
3 18 2020,https://zh-cn.facebook.com/factcheck.org/posts/viral-deception-alert-viral-posts-falsely-claim-covid-19-is-no-worse-than-other-/10157646073293612/,deny
3 18 2020,https://es-la.facebook.com/factcheck.org/posts/10157646073293612,deny
3 18 2020,https://m.facebook.com/factcheck.org/posts/10157646073293612,deny
3 18 2020,https://zh-tw.facebook.com/factcheck.org/posts,deny
3 18 2020,https://www.nbcboston.com/tag/fact-check/,deny
3 18 2020,https://ar-ar.facebook.com/appc.org/posts/?ref=page_internal,deny
3 18 2020,https://www.nbclosangeles.com/tag/world-health-organization/,deny
3 18 2020,https://zh-cn.facebook.com/pages/category/Community/factorbullpucky/posts/,deny
3 18 2020,https://www.nbcboston.com/tag/world-health-organization/,deny
3 18 2020,https://www.nbcbayarea.com/tag/fact-check/,deny
3 18 2020,https://www.nbcbayarea.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://www.necn.com/tag/world-health-organization/,deny
3 18 2020,https://www.necn.com/tag/fact-check/,deny
3 18 2020,https://www.nbclosangeles.com/news/national-international/?page=291,deny
3 18 2020,https://www.mobilsocial.com/socialnetwork/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://www.nbcphiladelphia.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://thedailyripple.org/index.php/component/content/article/111-civics/543636-viral-posts-falsely-align-viruses-to-election-years,deny
3 18 2020,https://www.nbcnewyork.com/tag/world-health-organization/,deny
3 18 2020,https://www.nbclosangeles.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://www.nbcphiladelphia.com/tag/world-health-organization/,deny
3 18 2020,https://www.nbcphiladelphia.com/tag/fact-check/,deny
3 18 2020,https://www.laniercountynetwork.com/2020/03/18/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://www.nbcwashington.com/tag/fact-check/,deny
3 18 2020,https://pandemic.pwastart.com/latest-news/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://www.nbcdfw.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://www.nbcnewyork.com/tag/fact-check/,deny
3 18 2020,https://www.nbcdfw.com/tag/world-health-organization/,deny
3 18 2020,http://www.nbcbayarea.com/news/national-international/?anchor_tag=502675431,deny
3 18 2020,https://www.nbcchicago.com/tag/fact-check/,deny
3 18 2020,https://www.nbcchicago.com/tag/world-health-organization/,deny
3 18 2020,http://freeamericanetwork.com/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://freeamericanetwork.com/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://da-dk.facebook.com/pages/category/Community/factorbullpucky/posts/,deny
3 18 2020,https://www.nbcphiladelphia.com/news/national-international?tag=%22gdp%22,deny
3 18 2020,https://www.facebook.com/permalink.php?id=19750633611&story_fbid=10157646073293612,deny
3 18 2020,https://libraryguides.binghamton.edu/elections,deny
3 18 2020,https://www.nbcconnecticut.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://www.nbcconnecticut.com/tag/world-health-organization/,deny
3 18 2020,https://www.nbcphiladelphia.com/news/national-international?tag=%22mega+millions%22,deny
3 18 2020,https://www.nbcphiladelphia.com/news/national-international?tag=%22connecticut%22,deny
3 18 2020,https://pandemic.pwastart.com/dated-news/viral-posts-falsely-align-viruses-to-election-years/,deny
3 18 2020,https://www.nbcnewyork.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://sv-se.facebook.com/pages/category/Personal-Blog/GVHot97BlackVuews/posts/,deny
3 18 2020,https://www.nbcsandiego.com/tag/fact-check/,deny
3 18 2020,https://www.nbcsandiego.com/tag/centers-for-disease-control-and-prevention/,deny
3 18 2020,https://www.nbcsandiego.com/tag/world-health-organization/,deny
3 18 2020,https://www.facebook.com/dystopiaonthehorizon/posts/,deny
3 18 2020,https://www.nbcchicago.com/news/national-international?anchor_tag=497640811,deny
3 18 2020,https://www.nbcchicago.com/news/national-international?anchor_tag=563848121,deny
3 18 2020,https://ne-np.facebook.com/dystopiaonthehorizon/posts/747730058968366,deny
3 18 2020,https://www.nbcphiladelphia.com/news/national-international?tag=%22santa+clarita%22,deny
