dates,website,
3 25 2020,https://www.cnn.com/2020/03/25/politics/us-troop-movement-freeze-coronavirus/index.html,support
3 26 2020,https://thediplomat.com/2020/03/us-defense-secretary-orders-freeze-on-all-troop-movements-amid-covid-19/,support
3 25 2020,https://www.actionnewsnow.com/content/news/569100522.html,support
3 25 2020,https://www.fox10tv.com/news/coronavirus/us-orders-a--day-freeze-on-overseas-troop-movements/article_9d6428c7-07d8-573d-81c6-78ce97462fab.html,support
3 26 2020,https://www.kctv5.com/coronavirus/us-orders-a-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-pandemic/article_7dc0390c-0da0-5707-afa0-c5f7d62c612f.html,support
3 25 2020,https://fox40.com/news/national-and-world-news/us-orders-a-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-pandemic/,support
3 25 2020,https://nbcpalmsprings.com/2020/03/25/us-orders-a-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-pandemic/,support
3 25 2020,https://www.wlky.com/article/us-orders-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-outbreak/31932279,support
3 26 2020,https://wreg.com/news/us-orders-a-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-pandemic/,support
3 25 2020,https://www.channel3000.com/us-orders-a-60-day-freeze-on-overseas-troop-movements-due-to-coronavirus-pandemic/,support
