dates,website,
2 2 2020,https://nationalpost.com/pmn/health-pmn/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan,support
2 2 2020,https://thetop10news.com/2020/02/02/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 2 2020,https://www.srnnews.com/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan-3/,support
2 3 2020,https://www.devdiscourse.com/article/health/858350-update-3-china-not-embracing-us-help-on-coronavirus-americans-in-next-door-kazakhstan,support
2 3 2020,https://nykdaily.com/2020/02/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 3 2020,https://www.wuhanupdate.com/kazakhstan/china-embracing-coronavirus-americans-door-kazakhstan-0800826,support
2 2 2020,https://feedimo.com/story/82051831/china-not-embracing-u.s.-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 2 2020,https://www.businessfast.co.uk/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 3 2020,http://www.moneyfmzambia.com/feed-items/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 2 2020,https://e-news.us/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 2 2020,https://intnet.org/2020/02/02/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan/,support
2 2 2020,https://intnet.org/2020/02/02/china-not-embracing-u-s-help-on-coronavirus-americans-in-next-door-kazakhstan-2/,support
