dates,website,
1 24 2020,https://www.ibtimes.com/coronavirus-death-toll-rises-deadly-infections-reach-australia-europe-2909175,comment
2 10 2020,https://australiascience.tv/as-the-wuhan-coronavirus-outbreak-reaches-australia-heres-what-we-know/,comment
2 11 2020,http://www.msn.com/en-us/news/technology/coronavirus-outbreak-explained-death-toll-passes-1000-big-brands-abandon-mwc/ar-BBZRvks?srcref=rss,comment
2 10 2020,http://www.msn.com/en-us/news/technology/coronavirus-explained-death-toll-rises-over-900-surpasses-sars-and-mers/ar-BBZOYku,comment
2 10 2020,https://www.msn.com/en-us/news/technology/coronavirus-explained-death-toll-rises-over-900-surpasses-sars-and-mers/ar-BBZOYku,comment
2 8 2020,https://www.msn.com/en-us/news/technology/coronavirus-outbreak-explained-death-toll-surpasses-630-china-starts-clinical-drug-trials/ar-BBZLYzz,comment
2 7 2020,https://www.msn.com/en-us/news/technology/coronavirus-outbreak-explained-death-toll-surpasses-630-china-mourns-whistleblower/ar-BBZLLWr,comment
1 29 2020,https://www.msn.com/en-us/news/technology/coronavirus-death-toll-climbs-chinese-cases-approach-6000-everything-we-know/ar-BBZqp7j,comment
2 17 2020,https://www.msn.com/en-us/news/technology/coronavirus-explained-everything-we-know-as-cases-rise-above-70000/ar-BB10496V,comment
2 16 2020,https://www.msn.com/en-us/news/technology/coronavirus-explained-france-reports-first-death-outside-asia/ar-BB102cTl,comment
2 5 2020,https://apparelgeek.net/coronavirus-outbreak-explained-death-toll-approaches-500-mwc-2020-affected-cnet/,comment
2 1 2020,https://apparelgeek.net/coronavirus-cases-pass-11000-us-declares-emergency-everything-we-know-cnet/,comment
2 13 2020,https://apparelgeek.net/coronavirus-explained-death-toll-and-cases-spike-mwc-cancelled-cnet/,comment
2 1 2020,https://apparelgeek.net/coronavirus-cases-near-12000-nations-impose-travel-bans-everything-we-know-cnet/,comment
2 19 2020,https://apparelgeek.net/coronavirus-explained-deaths-climb-over-2000-cruise-ship-cases-rise-cnet/,comment
2 13 2020,https://yalibnan.com/2020/02/13/coronavirus-update-death-toll-and-cases-spike-mwc-cancelled/,comment
1 17 2020,http://foreignpolicy.org.tr/is-corona-virus-lethal-for-countries-other-than-china/,comment
1 28 2020,http://techonbio.com/2020/01/28/coronavirus-deadly-attack-originated-from-china,comment
2 23 2020,https://bioreports.net/coronavirus-explained-south-korea-cases-spike-major-outbreak-in-italy-cnet/,comment
2 23 2020,https://www.wuhanupdate.com/italy/coronavirus-explained-south-korea-cases-spike-major-outbreak-in-italy-88600442,comment
2 9 2020,https://www.wuhanupdate.com/news/coronavirus-outbreak-explained-death-toll-climbs-above-800-overtaking-sars-42202824,comment
2 23 2020,https://www.wuhanupdate.com/news/coronavirus-outbreak-africa-is-warned-to-prepare-26860804,comment
2 11 2020,https://www.wuhanupdate.com/news/coronavirus-outbreak-explained-death-toll-passes-1000-big-brands-abandon-mwc-24488668,comment
2 2 2020,https://www.wuhanupdate.com/travel/coronavirus-deaths-pass-300-travel-bans-imposed-everything-we-know-24684848,comment
1 27 2020,https://news.nestia.com/detail/Coronavirus-death-toll-rises-to-56%2C-five-US-cases-confirmed%3A-Everything-we-know/3351601,comment
1 26 2020,https://news.nestia.com/detail/Coronavirus-death-toll-rises-to-56%2C-third-US-case-confirmed%3A-Everything-we-know/3350478,comment
2 8 2020,https://wuhanupdate.com/china/coronavirus-outbreak-explained-an-american-dies-in-china-42646846,comment
2 1 2020,https://www.ranzware.com/2020/02/01/coronavirus-cases-pass-11000-us-declares-emergency-everything-we-know-cnet/,comment
1 29 2020,https://www.ranzware.com/2020/01/29/coronavirus-death-toll-climbs-chinese-cases-approach-6000-everything-we-know-cnet/,comment
1 24 2020,https://www.ranzware.com/2020/01/24/coronavirus-death-toll-spikes-china-locks-down-cities-everything-we-know-cnet/,comment
2 1 2020,https://www.ranzware.com/2020/02/02/coronavirus-deaths-pass-300-travel-bans-imposed-everything-we-know-cnet/,comment
2 4 2020,https://www.ranzware.com/2020/02/05/coronavirus-outbreak-explained-death-toll-approaches-500-mwc-2020-affected-cnet/,comment
2 1 2020,https://www.wuhanupdate.com/travel/coronavirus-cases-near-12000-nations-impose-travel-bans-everything-we-know-66022464,comment
3 2 2020,https://wuhanupdate.com/news/coronavirus-and-covid-19-all-your-questions-answered-82082080,comment
2 15 2020,https://wuhanupdate.com/france/coronavirus-explained-france-reports-first-death-outside-asia-82402624,comment
2 1 2020,https://www.ranzware.com/2020/02/01/coronavirus-cases-near-12000-nations-impose-travel-bans-everything-we-know-cnet/,comment
1 25 2020,https://www.ranzware.com/2020/01/25/coronavirus-second-us-case-confirmed-and-over-1000-cases-everything-we-know-cnet/,comment
1 28 2020,https://www.ranzware.com/2020/01/28/coronavirus-deaths-pass-100-first-case-in-germany-everything-we-know-cnet/,comment
1 25 2020,https://www.ranzware.com/2020/01/25/coronavirus-cases-pass-1300-as-virus-hits-europe-and-australia-everything-we-know-cnet/,comment
1 26 2020,https://www.ranzware.com/2020/01/27/coronavirus-death-toll-jumps-above-80-five-us-cases-confirmed-everything-we-know-cnet/,comment
2 8 2020,https://www.wuhanupdate.com/china/coronavirus-outbreak-explained-death-toll-climbs-again-china-starts-drug-trials-64868048,comment
2 6 2020,https://www.wuhanupdate.com/news/coronavirus-outbreak-explained-death-toll-jumps-over-550-first-case-in-newborn-22660840,comment
2 4 2020,https://www.ranzware.com/2020/02/04/coronavirus-deaths-spike-over-400-11-confirmed-us-cases-everything-we-know-cnet/,comment
1 1 2020,https://www.ranzware.com/2020/01/26/coronavirus-death-toll-rises-to-56-cases-approach-2000-everything-we-know-cnet/,comment
1 28 2020,https://www.ranzware.com/2020/01/28/coronavirus-deaths-climb-over-100-hong-kong-limits-travel-everything-we-know-cnet/,comment
2 9 2020,https://www.ranzware.com/2020/02/09/coronavirus-outbreak-explained-death-toll-climbs-above-800-overtaking-sars-cnet/,comment
1 27 2020,https://www.ranzware.com/2020/01/27/coronavirus-death-toll-rises-to-56-five-us-cases-confirmed-everything-we-know-cnet/,comment
1 28 2020,https://www.ranzware.com/2020/01/28/coronavirus-cases-approach-3000-death-toll-jumps-above-80-everything-we-know-cnet/,comment
2 8 2020,https://www.ranzware.com/2020/02/08/coronavirus-outbreak-explained-death-toll-climbs-again-china-starts-drug-trials-cnet/,comment
1 29 2020,https://www.ranzware.com/2020/01/29/coronavirus-cases-at-almost-6000-death-toll-rises-again-everything-we-know-cnet/,comment
1 29 2020,https://watchtechmarket.com/coronavirus-death-toll-climbs-chinese-cases-approach-6000-everything-we-know/,comment
2 6 2020,https://newsflash.one/2020/02/06/coronavirus-outbreak-explained-death-toll-surpasses-630-china-mourns-whistleblower-cnet/,comment
1 25 2020,https://newsflash.one/2020/01/25/second-us-coronavirus-case-and-first-european-cases-confirmed-everything-we-know-cnet/,comment
2 17 2020,https://www.ranzware.com/2020/02/10/coronavirus-explained-death-toll-rises-over-900-surpasses-sars-and-mers-cnet/,comment
2 17 2020,https://www.ranzware.com/2020/02/17/coronavirus-explained-everything-we-know-as-cases-rise-above-70000-cnet/,comment
2 15 2020,https://www.ranzware.com/2020/02/15/coronavirus-explained-france-reports-first-death-outside-asia-cnet/,comment
2 5 2020,https://www.ranzware.com/2020/02/06/coronavirus-outbreak-explained-death-toll-jumps-over-550-first-case-in-newborn-cnet/,comment
2 7 2020,https://chochilino.com/lifestyle/2020/02/07/medical-news/coronavirus-outbreak-explained-death-toll-surpasses-630-china-mourns-whistleblower/,comment
2 17 2020,https://wuhancoronadeath.com/coronavirus-explained-everything-we-know-as-cases-rise-above-70000/,comment
2 17 2020,http://worldnewsnetwork.co.in/coronavirus-explained-everything-we-know-as-cases-rise-above-70000-cnet/,comment
2 23 2020,http://www.ladieswantmore.com/coronavirus-explained-south-korea-cases-spike-major-outbreak-in-italy/,comment
2 23 2020,http://www.ladieswantmore.com/coronavirus-outbreak-africa-is-warned-to-prepare/,comment
2 10 2020,https://newsflash.one/2020/02/10/coronavirus-outbreak-explained-death-toll-passes-1000-big-brands-abandon-mwc-cnet/,comment
2 3 2020,https://newsflash.one/2020/02/03/coronavirus-deaths-spike-over-400-11-confirmed-us-cases-everything-we-know-cnet/,comment
2 1 2020,https://newsflash.one/2020/02/01/coronavirus-cases-at-about-12000-nations-impose-travel-bans-everything-we-know-cnet/,comment
