dates,website,
1 21 2020,https://www.usatoday.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.msn.com/en-us/travel/news/cdc-expanding-coronavirus-screening-to-two-more-airports-atlanta-and-chicago-o-hare/ar-BBZbAFy,support
1 21 2020,http://www.msn.com/en-us/travel/news/cdc-expanding-coronavirus-screening-to-two-more-airports-atlanta-and-chicago-ohare/ar-BBZbAFy?li=BBnbklE&srcref=rss&ocid=iehrs,support
1 21 2020,https://www.delmarvanow.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.press-citizen.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.daily-times.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.courierpress.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.democratandchronicle.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.dnj.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.news-leader.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.rgj.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.kitsapsun.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.courier-journal.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.desmoinesregister.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.floridatoday.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.lohud.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.tennessean.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.citizen-times.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.burlingtonfreepress.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.azcentral.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.cincinnati.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.pressconnects.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.battlecreekenquirer.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.lansingstatejournal.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.newarkadvocate.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.indystar.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.greatfallstribune.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.pnj.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.theleafchronicle.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.theadvertiser.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.argusleader.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.reporternews.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.knoxnews.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
1 21 2020,https://www.lancastereaglegazette.com/story/travel/news/2020/01/21/china-coronavirus-cdc-expanding-airport-screening-chicago-atlanta/4533716002/,support
