dates,website,
1 30 2020,https://www.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://www.businessinsider.sg/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://www.businessinsider.my/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://www.businessinsider.de/international/australia-wuhan-coronavirus-rescue-pay-1000-2020-1/,support
1 30 2020,http://static-ssl.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://www.businessinsider.nl/australia-wuhan-coronavirus-rescue-pay-1000-2020-1/,support
1 30 2020,http://static4.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,http://static2.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,http://images.markets.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,http://static7.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://www.businessinsider.nl/australia-wuhan-coronavirus-rescue-pay-1000-2020-1/?jwsource=cl,support
1 30 2020,http://static8.businessinsider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,http://static6.insider.com/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,http://https.www.insider.com.443zfdb4.www.weinan.gov.cn.ipv6.weinan.gov.cn/australia-wuhan-coronavirus-rescue-pay-1000-2020-1,support
1 30 2020,https://utterbuzz.com/2020/01/australians-trapped-in-wuhan-say-they-need-to-pay-673-to-be-rescued/,support
1 30 2020,https://www.justdial.com/JdSocial/news/Travel-generic/Australians-trapped-in-Wuhan-say-they-need-to-pay-673-to-be-rescued/1580394945463000?dl=1,support
1 30 2020,https://www.justdial.com/JdSocial/news/Tech-generic/Australians-trapped-in-Wuhan-say-they-need-to-pay-673-to-be-rescued/1580385177146000?dl=1,support
1 30 2020,https://article.wn.com/view/2020/01/31/Australians_trapped_in_Wuhan_say_they_need_to_pay_673_to_be_/,support
