dates,website,stance
3 10 2020,https://www.wate.com/news/brentwood-parent-has-confirmed-case-of-coronavirus-williamson-county-schools-to-remain-closed/,support
3 10 2020,https://www.wkrn.com/community/health/coronavirus/brentwood-parent-has-confirmed-case-of-coronavirus-williamson-county-schools-to-remain-closed/,support
3 10 2020,https://www.wkrn.com/video/brentwood-parent-has-confirmed-case-of-coronavirus-williamson-county-schools-to-remain-closed/4391785/,support
None,https://www.wcs.edu/coronavirus/,support
3 10 2020,https://www.newschannel5.com/news/williamson-county-schools-close-tuesday-after-parent-tests-positive-for-covid-19,support
3 10 2020,https://www.youtube.com/watch?v=O9ypRgbp4KI,support
3 10 2020,https://www.youtube.com/watch?v=OMuR_lS0YCU,support
None,http://fox17.com/news/local/middle-tennessee-schools-close-amid-covid-19-pandemic,support
3 10 2020,https://www.wjhl.com/coronavirus/brentwood-parent-becomes-5th-case-of-coronavirus-in-tennessee/,support
3 10 2020,https://communityimpact.com/nashville/franklin-brentwood/2020/03/10/williamson-county-schools-close-march-10-after-parent-tests-positive-for-coronavirus/,support
