dates,website,stance
3 3 2020,https://www.factcheck.org/2020/03/covid-19-tests-dont-cost-over-3000/,support
3 9 2020,https://oklahoman.com/article/5657041/coronavirus-myths-debunked-a-cattle-vaccine-bioweapons-and-a-3000-test,support
3 6 2020,https://www.eveningtribune.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.kirksvilledailyexpress.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.starfl.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 9 2020,https://www.desmoinesregister.com/story/news/health/2020/03/09/coronavirus-symptom-iowa-public-health-official-answer-question-mortality-rate-theories/4892263002/,support
3 6 2020,https://www.tauntongazette.com/photogallery/WL/20200306/NEWS/306009994/PH/1,support
3 6 2020,https://www.stjamesnews.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.waltonsun.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.dodgeglobe.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.heraldnews.com/photogallery/WL/20200306/NEWS/306009994/PH/1,support
3 6 2020,https://www.indeonline.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.chipleypaper.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.pratttribune.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.pekintimes.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
3 6 2020,https://www.cambridgechron.com/zz/news/20200306/coronavirus-myths-debunked-cattle-vaccine-bioweapons-and-3000-test,support
