dates,website,
2 2 2020,https://www.msn.com/en-sg/money/topstories/shanghai-stocks-hit-by-dollar370-billion-wipeout-as-virus-fears-pound-chinese-markets/ar-BBZAr4C,support
2 2 2020,https://www.msn.com/en-my/money/topstories/shanghai-stocks-hit-by-dollar370-billion-wipeout-as-virus-fears-pound-chinese-markets/ar-BBZAnC1?li=BBr8Mka,support
2 3 2020,https://www.entornointeligente.com/shanghai-stocks-hit-by-370-bln-wipeout-as-virus-fears-pound-chinese-markets/,support
2 3 2020,https://www.entornointeligente.com/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
2 3 2020,https://www.sabcnews.com/sabcnews/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
2 3 2020,https://thetop10news.com/2020/02/03/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
2 4 2020,https://www.fijitimes.com/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
2 3 2020,http://www.dailymagazine.news/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets-nid-1078325.html,support
2 3 2020,https://gooruf.com/asia/news/2020/02/03/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets,support
2 3 2020,https://bhumikafmi.com/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
2 3 2020,https://m.scoopernews.com/kenya/2020/02/03/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/7986733,support
2 3 2020,https://journalistbox.com/2020/02/03/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets/,support
1 31 2020,https://www.onenewspage.com/n/Front+Page/1zlqhn704w/Shanghai-stocks-hit-by-370-billion-wipeout-as.htm,support
2 3 2020,https://headtopics.com/za/shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-chinese-markets-sabc-news-break-11060023,support
2 3 2020,https://investmentguruindia.com/TopStories/Shanghai-stocks-hit-by-370-billion-wipeout-as-virus-fears-pound-Chinese-markets,support
