dates,website,
1 22 2020,https://www.wired.com/story/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 22 2020,https://wired.me/science/health/chinas-coronavirus-epidemic/,support
1 22 2020,https://mia.mk/could-china-s-new-coronavirus-become-a-global-epidemic/?lang=en,support
1 22 2020,https://www.facebook.com/permalink.php?id=29589997195&story_fbid=10156868241497196,support
1 22 2020,https://hi-in.facebook.com/NOVApbs/posts/on-tuesday-american-health-officials-confirmed-the-nations-first-case-of-the-nov/10156868241497196/,support
1 22 2020,https://ne-np.facebook.com/NOVApbs/posts/on-tuesday-american-health-officials-confirmed-the-nations-first-case-of-the-nov/10156868241497196/,support
1 22 2020,https://www.iheart.com/podcast/339-wired-science-spoken-28099745/episode/could-chinas-new-coronavirus-become-a-56236235/,support
1 21 2020,http://www.veooz.com/news/VP3PsYb.html,support
1 22 2020,http://beyondrealitynews.com/2020/01/22/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 21 2020,http://www.veooz.com/news/zP3TeCf.html,support
1 21 2020,http://www.veooz.com/news/sP3PSLO.html,support
1 21 2020,http://www.veooz.com/news/cP3QsWp.html,support
1 23 2020,https://cuencahighlife.com/as-possible-cases-of-chinese-virus-land-in-latin-america-scientists-struggle-to-find-answers/,support
1 21 2020,https://monkeyviral.com/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 23 2020,https://player.fm/series/wired-science-spoken-edition-1321963/could-chinas-new-coronavirus-become-a-global-epidemic,support
1 23 2020,https://player.fm/series/wired-science-spoken-edition/could-chinas-new-coronavirus-become-a-global-epidemic,support
1 21 2020,http://www.veooz.com/news/lP3RbKk.html,support
1 22 2020,https://perthsnews.com.au/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 22 2020,https://elexonic.com/2020/01/22/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 22 2020,https://www.universmartphone.com/could-chinas-new-coronavirus-become-a-global-epidemic/,support
1 30 2020,https://www.universmartphone.com/the-coronavirus-is-now-infecting-people-who-havent-traveled-to-china/,support
1 31 2020,https://sv.player.fm/series/wired-science-spoken-edition-1321963/would-the-coronavirus-quarantine-of-wuhan-even-work,support
