dates,website,
3 17 2020,https://www.poynter.org/?ifcn_misinformation=u-s-deaths-since-1-22-2020-covid-19-27-flu-4700-abortion-118000,comment
3 17 2020,https://www.politifact.com/factchecks/2020/mar/24/facebook-posts/post-leans-flawed-numbers-compare-number-abortions/,suppprt
3 17 2020,https://www.politifact.com/abortion/,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=coronavirus&ruling=barely-true,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=abortion&ruling=barely-true,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=public-health&ruling=barely-true,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?page=2&category=coronavirus,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=abortion,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=facebook-fact-checks&ruling=barely-true,suppprt
3 17 2020,https://www.politifact.com/factchecks/list/?category=&ruling=barely-true&speaker=facebook-posts,suppprt
