dates,website,
3 13 2020,http://krcrtv.com/news/local/soap-and-water-are-more-effective-than-hand-sanitizers-says-cdc,deny
3 27 2020,https://www.facebook.com/StockNSaveChicago/videos/just-soap-and-water-can-be-very-effective-even-more-effective-than-the-hand-sani/607067413489167/,deny
3 26 2020,https://spectrumnews1.com/ca/la-west/news/2020/03/26/soap-vs--sanitizer--which-is-better-,deny
3 12 2020,https://www.insider.com/why-soap-is-better-defense-against-coronavirus-than-hand-sanitizer-2020-3,deny
4 27 2020,https://www.eatright.org/homefoodsafety/four-steps/wash/which-is-best-hand-sanitizer-or-soap-and-water,deny
3 30 2020,https://www.uchealth.org/today/why-soap-and-water-work-better-than-hand-sanitizer-to-remove-the-coronavirus/,deny
3 12 2020,https://www.allure.com/story/hand-sanitizer-vs-washing-soap-water,deny
2 11 2020,http://komonews.com/news/consumer/hand-sanitizer-cant-always-replace-soap-and-water,deny
3 27 2020,https://www.vox.com/science-and-health/2020/3/11/21173187/coronavirus-covid-19-hand-washing-sanitizer-compared-soap-is-dope,deny
2 28 2020,https://www.theguardian.com/world/2020/feb/28/hand-sanitiser-or-hand-washing-which-more-effective-against-coronavirus-covid-19,deny
3 29 2020,https://www.insider.com/does-hand-sanitizer-work,deny
3 15 2020,https://www.thejakartapost.com/life/2020/03/15/covid-19-not-all-hand-sanitizers-work-against-it-heres-what-you-should-use.html,deny
3 2 2020,https://local12.com/health/health-updates/correct-way-to-wash-your-hands-centers-for-disease-control,comment
4 7 2020,https://www.firstcoastnews.com/article/news/health/coronavirus/bar-soap-its-more-available-and-doctors-say-its-better/77-bac492a1-2787-451c-8c39-c9b813d25566,deny
4 13 2020,https://www.franciscanhealth.org/news-and-events/news/dirty-truth-why-hand-sanitizer-isnt-good-soap,deny
3 11 2020,https://www.weforum.org/agenda/2020/03/soap-hand-sanitizer-germs-coronavirus/,deny
4 1 2020,https://www.unitypoint.org/blankchildrens/article.aspx?id=68ac1797-834f-409c-947b-4df322b04380,deny
