dates,website,stance
3 26 2020,https://www.foxnews.com/sports/saints-sean-payton-cleared-coronavirus,support
3 26 2020,https://flipboard.com/@FoxNews/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/a-nG3WBWJVQM6juhwxehn7bA%3Aa%3A47769551-0cb7697fcd%2Ffoxnews.com,support
3 27 2020,https://flipboard.com/article/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/a-FXo77YUuTRi9YIjn1CXqhA%3Aa%3A47769551-0cb7697fcd%2Ffoxnews.com,support
3 26 2020,https://foxbangor.com/national-sports/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis-2/,support
3 26 2020,https://foxbangor.com/national-news/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,https://foxbangor.com/national-sports/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,https://www.wgmd.com/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,https://www.newsbreak.com/louisiana/new-orleans/news/0OYOnIz6/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis,support
3 26 2020,https://kwng.q-mediadigital.com/partner-sports-news/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,https://trueredamerican.com/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,http://trueredamerican.com/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis/,support
3 26 2020,https://24world.news/news/saints-coach-sean-payton-cleared-after-revealing-coronavirus-diagnosis?uid=61531,support
3 26 2020,https://24world.news/news/saints-coach-sean-payton-039-cleared-039-after-revealing-coronavirus-diagnosis?uid=61531,support
3 26 2020,http://www.hollistercanada.com/?sports/saints-sean-payton-cleared-coronavirus,support
