dates,website,
2 1 2020,https://abcnews.go.com/Travel/wireStory/fears-virus-trigger-anti-china-sentiment-worldwide-68702177,support
2 2 2020,https://www.pbs.org/newshour/health/fears-of-new-virus-trigger-anti-china-sentiment-worldwide,support
2 2 2020,https://www.usnews.com/news/world/articles/2020-02-01/fears-of-new-virus-trigger-anti-china-sentiment-worldwide,support
2 3 2020,https://www.khaosodenglish.com/news/international/2020/02/03/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 2 2020,https://whyy.org/articles/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.sandiegouniontribune.com/news/nation-world/story/2020-02-01/fears-of-new-virus-trigger-anti-china-sentiment-worldwide,support
2 3 2020,https://www.mariettatimes.com/uncategorized/2020/02/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 2 2020,https://www.ctvnews.ca/world/fears-of-new-virus-trigger-anti-china-sentiment-worldwide-1.4793987,support
2 1 2020,https://www.palmbeachpost.com/ZZ/news/20200201/fears-of-new-virus-trigger-anti-china-sentiment-worldwide,support
2 2 2020,https://www.baynews9.com/fl/tampa/ap-online/2020/02/02/fears-of-new-virus-trigger-anti-china-sentiment-worldwide,support
2 2 2020,https://dearborn.org/258074/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.ksat.com/news/world/2020/02/02/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.click2houston.com/news/world/2020/02/02/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 2 2020,https://www.thaipbsworld.com/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://wtmj.com/national/2020/02/01/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.yourcentralvalley.com/news/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.wtnh.com/news/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.wowktv.com/news/u-s-world/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.clickondetroit.com/news/world/2020/02/02/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.570news.com/2020/02/01/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.nwahomepage.com/news/national/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 2 2020,https://ktla.com/news/nationworld/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
2 1 2020,https://www.everythinglubbock.com/news/latest/fears-of-new-virus-trigger-anti-china-sentiment-worldwide/,support
