dates,website,stance
3 23 2020,https://www.businessinsider.com/13-retailers-announce-temporarily-store-closures-to-fight-coronavirus-2020-3,support
3 18 2020,https://www.nytimes.com/2020/03/18/style/coronavirus-clothing-beauty-stores-closed.html,support
3 30 2020,https://www.foxbusiness.com/money/coronavirus-stores-temporarily-closed,support
3 26 2020,https://elding.is/dabpshop/2020/business/retail/coronavirus-store-closing-list-fashion-shops-live-updates-1202948156/,support
None,https://ne-np.facebook.com/BananaRepublic/posts/as-the-coronavirus-situation-remains-ever-changing-the-safety-of-our-customers-a/10157988282984076/,support
3 26 2020,https://www.pochta.uz/en/faclshop/2020/business/retail/coronavirus-store-closing-list-fashion-shops-live-updates-1202948156/,support
3 13 2020,https://www.cnbc.com/2020/03/13/workforce-wire-coronavirus-heres-what-every-major-company-is-doing-about-the-pandemic.html,support
3 19 2020,https://finance.yahoo.com/news/coronavirus-forces-retailers-close-stores-and-reduce-hours-updated-230324533.html,support
3 26 2020,https://footwearnews.com/2020/business/retail/coronavirus-store-closing-list-fashion-shops-live-updates-1202948156/,comment
3 18 2020,https://www.facebook.com/BananaRepublic/photos/a.10152066736299076/10157988276294076/?type=3,comment
