dates,website,stance
3 23 2020,https://www.foxnews.com/entertainment/katharine-mcphee-david-foster-song-dedicated-healthcare-workers,comment
3 23 2020,https://foxwilmington.com/entertainment/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes-2/,comment
3 23 2020,https://flipboard.com/topic/katharinemcphee/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers/a-qC_HpAnCR0KNjSVU7xt8sA%3Aa%3A47769551-4410a434f5%2Ffoxnews.com,comment
3 24 2020,https://flipboard.com/topic/hallelujah/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers/a-qC_HpAnCR0KNjSVU7xt8sA%3Aa%3A47769551-4410a434f5%2Ffoxnews.com,comment
None,https://flipboard.com/@foxnews/entertainment-0erj2u44z/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers/a-9d2h36KbThSLd8EHlWLu8Q%3Aa%3A47769551-4410a434f5%2Ffoxnews.com,comment
3 23 2020,https://foxbangor.com/national-news/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes/,support
3 23 2020,https://namex.co/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes/,comment
None,https://speeduck.com/entertainment/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes-speeduck/,comment
None,https://amp.flipboard.com/topic/chrismartin/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers/a-qC_HpAnCR0KNjSVU7xt8sA%3Aa%3A47769551-4410a434f5%2Ffoxnews.com,support
3 23 2020,https://popstar.one/news/katharine-mcphee-david-foster-dedicate/139455,support
4 14 2020,https://popstar.one/news/persons/david-foster,support
None,https://e-news.us/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes/,comment
None,https://www.newsregator.com/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes/,support
None,https://headlines-entertainment.blogspot.com/2020/03/katharine-mcphee-david-foster-dedicate.html,support
None,https://twnews.us/us-news/katharine-mcphee-david-foster-dedicate-mariah-carey-song-to-health-care-workers-the-actual-heroes,comment
