dates,website,
1 31 2020,https://www.cnn.com/2020/01/31/asia/wuhan-virus-china-censorship-intl-hnk/index.html,support
2 2 2020,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_063c35687ee26631758db9505faa33d5,support
3 2 2020,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_1f4931e12d345472ec4645f5c5f96d7c,support
1 31 2020,https://kvia.com/news/us-world/2020/01/31/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-wont-last/,support
1 31 2020,https://localnews8.com/news/2020/01/31/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-wont-last/,support
2 2 2020,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_063c35687ee26631758db9505faa33d5,support
2 5 2020,https://edition.cnn.com/2020/02/05/asia/xi-jinping-china-wuhan-virus-intl-hnk/index.html,comment
2 1 2020,https://flipboard.com/@wenfangtang/negative-news-on-china-29rsmm3lz/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-6JUuu7yLRlC7jh0IduqK0w%3Aa%3A1132006887-8f234b0c14%2Fcnn.com,support
2 1 2020,https://amp.flipboard.com/@CNN/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-e1wH5QYkT8-j3AJhVykAHQ%3Aa%3A132361178-8f234b0c14%2Fcnn.com,support
2 1 2020,https://amp.flipboard.com/@CNN/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-sUHZenodQpmq1uoDWEEKwA%3Aa%3A6823511-8f234b0c14%2Fcnn.com,support
2 1 2020,https://amp.flipboard.com/@CNN/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-D7_ro3yeR4mzxiQl1YEu8w%3Aa%3A150924344-8f234b0c14%2Fcnn.com,support
2 1 2020,https://thetop10news.com/2020/02/01/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-wont-last/,support
2 1 2020,https://flipboard.com/@CNN/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-e1wH5QYkT8-j3AJhVykAHQ%3Aa%3A132361178-8f234b0c14%2Fcnn.com,support
2 1 2020,https://flipboard.com/@drigerald/coronavirus-irhotc94z/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-/a-CF-qrVu8R6Spi6fEfl1E3g%3Aa%3A3027359-8f234b0c14%2Fcnn.com,support
2 1 2020,https://www.newsbreak.com/news/0O0qJET1/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-wont-last,support
2 1 2020,https://www.newsbreak.com/news/0O0qEv9x/anger-over-the-wuhan-virus-is-sparking-pushback-against-censorship-in-china-it-wont-last,support
2 2 2020,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_55d87028adf997303d76fd34180f3f52,support
4 13 2020,https://www.cnn.com/2020/04/13/world/cnn-coronavirus-coverage/index.html,support
2 2 2020,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_4c2ebc0e9feae4bfd8adf9e3ee3dde7d,support
2 11 2020,https://www.cnn.com/2020/02/10/asia/china-security-police-wuhan-virus-intl-hnk/index.html,support
2 2 2020,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/h_9d7932db226e2e5109eabc8e4f5ae6c9,support
