dates,website,
2 3 2020,https://www.usatoday.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.redding.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.desmoinesregister.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.delawareonline.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.desertsun.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.democratandchronicle.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.indystar.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.courier-journal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.floridatoday.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.thecalifornian.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.ithacajournal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.kitsapsun.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.stevenspointjournal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.commercialappeal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.azcentral.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.courierpress.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.postcrescent.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.dailyrecord.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.shreveporttimes.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.currentargus.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.vcstar.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.jsonline.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.clarionledger.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.delmarvanow.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.jconline.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.coloradoan.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.statesmanjournal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.lancastereaglegazette.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.lohud.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.app.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.mycentraljersey.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,http://www.visaliatimesdelta.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/?cid=facebook_Visalia_Times-Delta_and_Tulare_Advance-Register,support
2 3 2020,https://www.naplesnews.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.zanesvilletimesrecorder.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.daily-times.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.visaliatimesdelta.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.tcpalm.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.greenvilleonline.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.news-press.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.greenbaypressgazette.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.pnj.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.pressconnects.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.mansfieldnewsjournal.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.lcsun-news.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.newsleader.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://www.freep.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
2 3 2020,https://uw-media.freep.com/story/news/world/2020/02/03/coronavirus-photos-show-wuhan-huoshenshan-hospital-built-10-days/4643377002/,support
