dates,website,stance
3 11 2020,https://www.politifact.com/factchecks/2020/mar/12/blog-posting/italy-people-must-stay-home-except-work-or-emergen/,support
3 11 2020,https://www.politifact.com/factchecks/2020/mar/11/blog-posting/italy-people-must-stay-home-except-work-or-emergen/,support
3 10 2020,https://zh-cn.facebook.com/Tunisie.ma.patrie/posts/2956776877735537,support
None,https://www.this-is-italy.com/60-million-italian-people-in-quarantine-for-coronavirus/,support
None,https://www.this-is-italy.com/italy-stay-strong-you-are-not-alone/,support
3 14 2020,https://richardbejah.com/breaking-information-whole-of-italy-enters-quarantinethis-is-italy/,support
3 10 2020,https://ne-np.facebook.com/Italy.Venice/posts/d41d8cd9/2716279985147129/,support
3 10 2020,https://ne-np.facebook.com/Love4Italy/posts/d41d8cd9/795636020920566/,support
3 11 2020,https://ne-np.facebook.com/Tunisie.ma.patrie/posts/d41d8cd9/2956776877735537/,support
None,https://www.this-is-italy.com/breaking-news-whole-of-italy-goes-into-quarantine/,support
None,https://www.this-is-italy.com/the-whole-of-italy-on-lockdown/,support
