dates,website,stance
2 14 2020,https://www.politifact.com/factchecks/2020/feb/14/facebook-posts/medical-masks-should-be-worn-colored-side-out/,support
2 14 2020,https://www.poynter.org/?ifcn_misinformation=when-using-a-medical-mask-youre-supposed-to-use-white-side-out-this-is-the-filter-part-for-when-youre-not-sick,support
None,http://www.bar-roma.it/mask4/colored-medical-face-mask-5626.html,support
None,https://gfloscattogarda.it/mask/1h1386w.html,support
None,https://bagninettunovarazze.it/N95/3j1693.html,support
None,https://bagninettunovarazze.it/surgicalmask/3j3124.html,support
2 28 2020,http://betteras.nl/mask1/producers-mask-for-3292.html,support
None,http://www.lettersenlogos.be/mask2/producers-medical-mask-2034.html,support
None,http://cwmotors.nl/product1/381.html,support
None,http://mosaic-art.it/N95mask/producers-medical-mask-2034.html,support
None,http://mosaic-art.it/facemask/producers-medical-mask-in-Italy-4550.html,support
None,http://mosaic-art.it/mask/colored-medical-face-mask-design-3935.html,support
None,http://garelli-crai.it/mask/colored-medical-face-mask-design-3935.html,support
None,http://garelli-crai.it/N95mask/producers-medical-mask-Italy-3643.html,support
None,http://maxpapalo.it/N95mask/colored-medical-face-masks-4515.html,support
None,http://vinilazio.it/Surgicalmask/colored-medical-face-mask-388.html,support
None,http://www.janssens-aysavelmark.be/mask3/producers-mask-for-3292.html,support
None,http://www.cleaningart.it/gauzemask/Which-side-of-the-medical-mask-is-outside-2478.html,support
None,http://cleaningart.it/respirator/Which-side-of-the-medical-mask-is-outside-4908.html,support
None,http://www.cleaningart.it/Surgicalmask1/colored-medical-face-masks-malaysia-2290.html,support
None,http://www.cleaningart.it/Surgicalmask1/colored-medical-face-masks-bolivia-4420.html,support
None,http://cleaningart.it/solution/colored-medical-face-masks-senegal-185.html,support
None,https://arplastsrl.it/KN95/5917.html,support
