dates,website,
1 29 2020,https://www.scmp.com/news/hong-kong/health-environment/article/3047983/hong-kong-protesters-disrupt-mtr-rail-services,support
1 28 2020,https://www.scmp.com/yp/news/hong-kong/article/115445/wuhan-virus-hong-kong-protesters-disrupt-mtr-rail-services-because,support
1 29 2020,https://www.msn.com/en-sg/news/other/hong-kong-protesters-disrupt-mtr-rail-services-declare-dawn-of-anti-epidemic-strikes-over-governments-handling-of-wuhan-coronavirus-outbreak/ar-BBZqje7,support
1 29 2020,https://www.msn.com/zh-hk/news/englishnews/hong-kong-protesters-disrupt-mtr-rail-services-declare-dawn-of-anti-epidemic-strikes-over-governments-handling-of-wuhan-coronavirus-outbreak/ar-BBZqtQj,support
1 29 2020,https://today.line.me/hk/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+%E2%80%98dawn+of+anti+epidemic%E2%80%99+strikes+over+government%E2%80%99s+handling+of+Wuhan+coronavirus+outbreak-oQ97MP,support
1 29 2020,https://today.line.me/hk/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+%E2%80%98dawn+of+anti+epidemic%E2%80%99+strikes+over+government%E2%80%99s+handling+of+Wuhan+coronavirus+outbreak-oQ97MP?read_meta=%7B%22label%22%3A%22articlepage_more_article3%22%2C%22group%22%3A%22NA%22%7D,support
1 29 2020,https://today.line.me/hk/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+%E2%80%98dawn+of+anti+epidemic%E2%80%99+strikes+over+government%E2%80%99s+handling+of+Wuhan+coronavirus+outbreak-oQ97MP?read_meta=%7B%22label%22%3A%22articlepage_more_article4%22%2C%22group%22%3A%22NA%22%7D,support
1 28 2020,https://ph.news.yahoo.com/hong-kong-protesters-disrupt-mtr-012045764.html,support
1 28 2020,https://sg.news.yahoo.com/hong-kong-protesters-disrupt-mtr-012045764.html,support
1 29 2020,https://flipboard.com/@SCMPNews/hong-kong-protesters-disrupt-mtr-rail-services-declare-dawn-of-anti-epidemic-/a-TXegypRbQ1K2ijhGR0HTAw%3Aa%3A2290161508-b691c5c2b4%2Fscmp.com,support
1 29 2020,https://today.line.me/id/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+dawn+of+anti+epidemic+strikes+over+government+s+handling+of+Wuhan+coronavirus+outbreak-WQ56aL?read_meta=%7B%22label%22%3A%22articlepage_more_article4%22%2C%22group%22%3A%22NA%22%7D,support
1 29 2020,https://today.line.me/id/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+dawn+of+anti+epidemic+strikes+over+government+s+handling+of+Wuhan+coronavirus+outbreak-WQ56aL,support
1 29 2020,https://today.line.me/id/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+dawn+of+anti+epidemic+strikes+over+government+s+handling+of+Wuhan+coronavirus+outbreak-WQ56aL?read_meta=%7B%22label%22%3A%22articlepage_more_article1%22%2C%22group%22%3A%22NA%22%7D,support
1 29 2020,https://today.line.me/id/pc/article/Hong+Kong+protesters+disrupt+MTR+rail+services+declare+dawn+of+anti+epidemic+strikes+over+government+s+handling+of+Wuhan+coronavirus+outbreak-WQ56aL?read_meta=%7B%22label%22%3A%22articlepage_more_article2%22%2C%22group%22%3A%22NA%22%7D,support
