dates,website,
3 18 2020,https://www.poynter.org/?ifcn_misinformation=if-we-want-to-protect-ourselves-from-the-coronavirus-we-must-back-away-from-all-the-climate-change-efforts-weve-been-making,deny
3 25 2020,https://sciencefeedback.co/author/pablo-rougerie/,deny
3 25 2020,https://sciencefeedback.co/de/authors/andrea-widberg/,deny
3 25 2020,https://sciencefeedback.co/authors/andrea-widberg/,deny
4 11 2020,https://sciencefeedback.co/de/author/pablo-rougerie/,deny
3 17 2020,https://healthfeedback.org/claimreview/global-warming-and-the-covid-19-pandemic-are-unrelated-issues-one-will-not-protect-us-from-the-other-life-site-news/,deny
3 25 2020,https://m.facebook.com/ScienceFeedback/posts/883831702062485,deny
3 25 2020,https://m.facebook.com/ClimateFeedback/posts/2573111966266280,deny
3 25 2020,https://m.facebook.com/HealthFeedback/posts/557734811536420,deny
3 25 2020,https://healthfeedback.org/claim-reviews/3/,deny
3 25 2020,https://healthfeedback.org/reviewers/akiko-iwasaki/,deny
3 25 2020,https://healthfeedback.org/reviewers/jeffrey-shaman/,deny
3 25 2020,https://healthfeedback.org/authors/andrea-widberg/,deny
3 25 2020,https://healthfeedback.org/editor/pablo-rougerie/,deny
3 25 2020,https://zh-cn.facebook.com/HealthFeedback/posts/?ref=page_internal,deny
3 25 2020,https://zh-cn.facebook.com/ClimateFeedback/photos/check-out-how-scientists-gave-an-overall-very-low-to-low-scientific-credibility-/1562120290698791/,deny
3 25 2020,https://it-it.facebook.com/ClimateFeedback/posts/?ref=page_internal,deny
3 25 2020,https://www.facebook.com/ClimateFeedback/posts/,deny
