Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters The biggest casualty of the #coronavirus could very well be the Chinese economy.,Mon Feb 03 14:18:21 +0000 2020,3,12,12,00:13.1,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@odouglasj @rawnksood @Reuters totally agree...,Mon Feb 03 14:40:12 +0000 2020,0,0,0,00:13.1,support
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters This man wants to control everything 😭,Mon Feb 03 14:12:32 +0000 2020,0,2,2,00:13.1,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters After it’s spread to how many countries?,Mon Feb 03 14:21:28 +0000 2020,0,1,1,00:13.1,query
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Si dejan de comer gatos perros monos y fetos de niños es probable que controlen el virus y eviten nuevos !,Mon Feb 03 14:12:24 +0000 2020,0,0,0,00:13.1,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Impeach xi jin ping.,Mon Feb 03 14:16:02 +0000 2020,0,0,0,00:13.1,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters That means he doesn't have a clue on how to control the #CoronavirusOutbreak,Mon Feb 03 14:24:02 +0000 2020,0,2,2,00:13.1,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Mandir vahe bane ga,Mon Feb 03 14:41:56 +0000 2020,0,0,0,00:15.7,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,"@Reuters It is a possibility that Xi is making a tactical mistake here.1. The problem was ignored for too long.2. Now China is overreacting and this can lead to a ""black swan incident""",Mon Feb 03 15:08:43 +0000 2020,0,0,0,00:15.7,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters I hope so smh,Mon Feb 03 14:18:01 +0000 2020,0,0,0,00:15.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Such operationally consolidated cross-sectoral actions to block the outbreak have become possible in context of the Chinese centralized model of pub administration.On the example of the Louisiana tragedy in the model-democratic US the situation with same epidemic wd be muchworse,Mon Feb 03 14:44:42 +0000 2020,0,0,0,00:15.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,"@Reuters C’mon u know better than that, Emperor Xi. It’s ccp playbook 101. All u have to do is to say “I’ve stopped the spread of the virus and cured all those who’s been infected.”Then lies about the data, censors all news, arrests and kills all who disagrees.Rudimentary.",Mon Feb 03 14:54:46 +0000 2020,0,0,0,00:15.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Yes extremely important and also canceling isis and co Global,Mon Feb 03 14:14:48 +0000 2020,1,2,2,00:15.8,support
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters China need to work better and faster to contain Coronavirus.,Mon Feb 03 14:57:56 +0000 2020,0,0,0,00:15.8,support
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters That and finding jobs for folks so he doesn't have to make frisbees out of them in Tiananmen Square again,Mon Feb 03 15:21:45 +0000 2020,0,0,0,00:18.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters They created it themselves https://t.co/5w9ixbSBdZ,Mon Feb 03 14:41:24 +0000 2020,0,1,1,00:18.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters and free the Muslims detained in the concentration camps too🙏🏾,Mon Feb 03 14:13:34 +0000 2020,0,2,2,00:18.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,"India just announced that the #coronavirus had at least 4 protein inserts from HIV, which is a sign of engineering, leading them to believe this was an engineered bioweapon. The original link was pulled almost immediately. https://t.co/GRNLtUhK26",Fri Jan 31 20:48:38 +0000 2020,2766,4105,4105,00:18.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters Now I doubt it... https://t.co/SgadGj2viL,Mon Feb 03 14:18:13 +0000 2020,0,0,0,00:18.8,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,"@Reuters Dear #XiJinping could you please spare some of your billions to poor Doctors and Nurses working tirelessly instead of that big smile, human lives are at stake, you didn't even bother visiting the region, shame on you, if #MaoZedong was here, he would have",Mon Feb 03 15:20:34 +0000 2020,0,0,0,00:21.9,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters https://t.co/v5NNKLdgoA,Mon Feb 03 14:25:06 +0000 2020,0,0,0,00:21.9,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters الترجمة خره,Mon Feb 03 14:25:18 +0000 2020,0,0,0,00:21.9,comment
https://mobile.twitter.com/Reuters/status/1224334475720564740,Mon Feb 03 2020,@Reuters https://t.co/GvWS2TSgbT,Mon Feb 03 14:12:37 +0000 2020,0,0,0,00:21.9,comment
