Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong @MAGA2ARIGHTS He should have told the police he was antifa! They would have let him go!,Mon Mar 23 14:53:47 +0000 2020,0,4,4,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong @MsAvaArmstrong &lt; on fire this morning with informational tweets! 👏🏻👏🏻👏🏻,Mon Mar 23 14:22:22 +0000 2020,0,1,1,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,"@MsAvaArmstrong @rnlynn1958 Since we are at war, would this crime arise to treason or other serious crime as it may be construed as giving aid to the enemy?",Mon Mar 23 14:39:38 +0000 2020,1,4,4,39:50.1,query
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong @LockenessNyad Strap this clown to Elon Musk's next rocket launch.,Mon Mar 23 15:53:19 +0000 2020,0,1,1,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong @MBOKSR_MAGA Looks like he may be working with Antifa.,Mon Mar 23 18:16:16 +0000 2020,1,0,0,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong Lowest of the low.,Mon Mar 23 15:46:16 +0000 2020,0,1,1,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,"@MsAvaArmstrong Does he have any connection with #Antifa?Asking for a friend. . .BTW, I now have time to read your novel!!",Mon Mar 23 16:32:55 +0000 2020,0,0,0,39:50.1,query
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,"@MsAvaArmstrong Liberals, smh",Mon Mar 23 14:14:34 +0000 2020,0,0,0,39:50.1,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong String this prick up,Mon Mar 23 14:30:35 +0000 2020,0,1,1,39:55.9,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong @MAGA2ARIGHTS Friggin Why????? Stealing Life .makes no sense...,Mon Mar 23 14:14:55 +0000 2020,0,1,1,39:55.9,query
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong He looks like a perfect little Leftist. Antifa maybe?,Mon Mar 23 15:44:48 +0000 2020,2,3,3,39:55.9,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong Good!  Lock the criminal profiteer pirate up! https://t.co/EzZFLsRZVm,Mon Mar 23 14:27:51 +0000 2020,0,2,2,39:55.9,comment
https://mobile.twitter.com/MsAvaArmstrong/status/1242090073954320384,Mon Mar 23 2020,@MsAvaArmstrong Looks like a pantifa guy.😏,Mon Mar 23 14:31:07 +0000 2020,0,0,0,39:55.9,comment
