Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty I personally wouldn't use those ""dog bites"" as an analogy, because those 4.7 million dog bites presumably didn't result in death.  But there's no shortage of other ""accidental death"" categories we could pick from (e.g., over a million deaths fro",Mon Jan 20 17:27:33 +0000 2020,0,7,7,49:15.3,deny
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@RummaTumTums No, you definitely should",Mon Jan 20 17:09:06 +0000 2020,1,64,64,49:15.3,deny
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@mallen2010 @molratty Hard to find.I certainly didn't call police when the trespasser left my property after I cycled the slide to load the semi-auto pistol. He didn't even see it. He heard it, and backed up and said ""I don't want no trouble."" I told him ",Mon Jan 20 15:59:25 +0000 2020,2,21,21,49:15.3,deny
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@valkrye131 @mdrache And their owners.,Mon Jan 20 16:20:09 +0000 2020,0,28,28,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty Sounds a little bit like you're telling me not to arm my dog and I dunno man she's been asking for this Ruger for WEEKS,Mon Jan 20 16:46:41 +0000 2020,2,116,116,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty Wold love to know stats on guns stopping crime. But I have a feeling that's scarce.,Mon Jan 20 15:51:59 +0000 2020,0,6,6,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"But, I enjoy the replies from people chuckling over the paranoia of gun owners. That's some primo self awareness right there.",Mon Jan 20 16:03:33 +0000 2020,19,309,309,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"If you're doing a simple risk analysis about guns, you're going to end up looking dumb.",Mon Jan 20 15:48:32 +0000 2020,33,407,407,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@anarchoxian To be clear, I don't believe it's a valid comparison to begin with. I was using that as an example of why this whole thing is driven by irrational fear.",Mon Jan 20 17:53:11 +0000 2020,0,50,50,49:15.3,deny
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty @mdrache Dogs bite strangers,Mon Jan 20 16:14:35 +0000 2020,0,3,3,49:15.3,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"Also, you can't do this kind of risk analysis without taking into account the opposite: how many times guns have stopped robbery versus how many times dogs have.",Mon Jan 20 16:02:39 +0000 2020,29,331,331,49:15.3,deny
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty The CDC also estimated that defensive gun use occurs somewhere between 500,000 to 3,000,000 times per year. Thats a helluva lot of saving life.",Mon Jan 20 16:12:04 +0000 2020,5,36,36,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty @drawandstrike My kids come home at unexpected hour, I'm gonna bite 'em.",Mon Jan 20 16:12:22 +0000 2020,0,21,21,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@kamando @molratty Love to see a link on that - no judgment, but I cant believe that even on the low end (say 1,000,000 per year) there are 2,500+ defensive shots fired every day.",Mon Jan 20 18:13:58 +0000 2020,0,3,3,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty @OrdyPackard I prefer to have dogs AND guns!,Tue Jan 21 06:26:38 +0000 2020,0,10,10,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty Not to mention that the anti-pit bull mentality has shown that people aren't above banning certain types of dogs in an attempt to feel arbitrarily safer. Does David have an answer when using dogs for home defense will also be inevitably controll,Mon Jan 20 16:07:14 +0000 2020,0,28,28,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@LrElias3 @molratty Right? I wasn't aware this was an ""either or"" thing",Tue Jan 21 06:27:23 +0000 2020,0,3,3,49:17.9,query
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty We have ANIMAL CONTROL for a reason.100's Hospitalized every year due to animal attacks (mostly Dogs) GUN CONTROL is already too restrictive ON THE LAW ABIDING.MOAR Criminal Control Please.,Mon Jan 20 16:09:11 +0000 2020,3,24,24,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@INGFirebrand @molratty I ??Crusoe,Mon Jan 20 17:04:30 +0000 2020,0,4,4,49:17.9,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty 300 people die from toasters every year. About the same as all rifles combined.,Mon Jan 20 17:19:34 +0000 2020,0,10,10,49:21.0,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty Dogs are good for alerting YOU that there may be a threat and yes a percentage of intruders may be repelled at the sound of barking, but its not a guarantee",Mon Jan 20 16:00:16 +0000 2020,0,15,15,49:21.0,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty I love when opposing troll bots fight on Meauxs TL https://t.co/qdgD2UVCNE,Mon Jan 20 16:32:08 +0000 2020,0,6,6,49:21.0,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,@molratty Recent case in S.E. Mass. Owner killed by own dog owner was having a seizure .,Tue Jan 21 15:23:26 +0000 2020,1,2,2,49:21.0,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty And grouping by ""intent"" states that 21.7% of those injuries, in turn, were ""unintentional"" or ""undetermined."" (However, it doesn't distinguish between the two, so drawing conclusions about accidental shootings from this alone is probably unwarr",Mon Jan 20 18:50:16 +0000 2020,0,2,2,49:21.0,comment
https://mobile.twitter.com/molratty/status/1219285190587179008,Mon Jan 20 2020,"@molratty Also, don't tell me what I want",Mon Jan 20 15:48:00 +0000 2020,0,13,13,49:21.0,comment
