Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #CCP is totally responsible for this #wuhanconoravirus outbreak! Censorship &amp; cover-ups have led to this epidemic disaster! https://t.co/ZVnNuRU7QJ,Sun Feb 02 15:26:07 +0000 2020,16,44,44,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian This is CCP, only officers of CCP are considered as human, other people are slaves or chives as the citizens mock themselvesThis human rights violation system exists for decades, but international community just ignore it, and seeing only the economic growth of China https://t.co/9UXMDeMFnU",Mon Feb 03 05:20:24 +0000 2020,12,22,22,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian If you say that in #china, #ccp will come to you, and get #coronovirus ""accidentally"" https://t.co/x093MalsfO",Sun Feb 02 15:15:49 +0000 2020,7,34,34,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@1987_nirvana @guardian Theres no way the numbers from China are correct.,Tue Feb 04 04:54:06 +0000 2020,0,0,0,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian ""Ѷ"", the problem is not with scarcity but with uneven distribution.https://t.co/IDGN7MZO81",Sun Feb 02 15:17:48 +0000 2020,7,19,19,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@wwHKer @guardian CCP  is good at killing. That's why killing become a good solution for the CCP! #China_is_terrorist #coronaviruschina,Sun Feb 02 16:56:38 +0000 2020,0,1,1,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"#Shanghai citizens have been trying to buy masks for days with no luck. CCP officials, in contrast, could use ""official documents"" to get boxes of masks from pharmacies.""All animals are equal, but some animals are more equal than others.""C=""COMMUNISTS""https://t.co/IOYec9Dwu2",Sun Feb 02 09:51:48 +0000 2020,355,382,382,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@shiroihamusan @guardian We all HOPE theyd become richer, civilised, &amp; team playing. But no, they dont. The #CCP are still #totalitarian, with #HumanRightsViolations, and no #pressfreedom or rational , rule-following systems!",Mon Feb 03 15:50:11 +0000 2020,1,1,1,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian #CCP is not only shameless, it is inhumane. When did pistols and rifles become virus fighting media? https://t.co/GFz0xjepWJ",Sun Feb 02 14:47:15 +0000 2020,30,51,51,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@y_kitman @guardian or take you to for 'treatment' because you have 'temperature',Sun Feb 02 23:41:07 +0000 2020,1,1,1,11:00.8,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian Ummm nah, these are the same people who support freedoms oppression while other Chinese are suffering. And now you are to speak against the regime?",Sun Feb 02 16:30:50 +0000 2020,0,5,5,11:03.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #CCPChina is beginning its massacre in the infected areas,Sun Feb 02 18:01:00 +0000 2020,0,2,2,11:03.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #ccp does not care about the people in China at all. It only cares about its power.#ChinesePneumonia #Coronarivus,Sun Feb 02 16:23:46 +0000 2020,3,8,8,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian feel so heartbroken,Sun Feb 02 15:21:37 +0000 2020,0,0,0,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian The world, again, is getting dragged down by CCP yet again. In totalitarian states,the bolster of the Govs authority is much more important than the safety of its people. #BoycottChina #Coronarivus",Sun Feb 02 17:38:16 +0000 2020,0,1,1,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian Like a parallel universe, to be in and outside #Wuhan city during Lunar New YearCelebrities in Beijing annual dinner, medics and patients in Wuhan hospitals.#nCoV2019 https://t.co/RDvNs22SOr",Sun Feb 02 17:06:46 +0000 2020,3,3,3,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian The consequence of supporting a totalitarianism regime.,Sun Feb 02 16:54:38 +0000 2020,0,2,2,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #chinazi only good at cover up instead of solving the problem #china_is_terrorist https://t.co/ESkh1loPY6,Mon Feb 03 11:00:38 +0000 2020,2,4,4,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian And @BorisJohnson still picks #huawei, an agent of #ccp.",Mon Feb 03 02:38:31 +0000 2020,0,2,2,11:03.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@JAbbott45624607 @guardian market  crash in 2020/2021 ;) another economical crisis,Sun Feb 02 23:41:46 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian CCP kills citizens as always,Mon Feb 03 04:35:17 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian They dun handle the problem. They handle the people who raise it.,Sun Feb 02 23:49:26 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Applies to China. Or maybe Chinese govt officials lied too much that they started to believe in their lies? https://t.co/TbVa61ovr1,Mon Feb 03 04:07:55 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Its so scary. The outbreak is so fast and uncontrollable.,Sun Feb 02 20:46:21 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian Fear is everywhere, insufficient supplies, blocked info, no one knows what next",Sun Feb 02 15:58:55 +0000 2020,0,0,0,11:06.4,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Hong Kong government helps China to send out #WuhanCoronavirus patients to the world.,Tue Feb 04 04:42:48 +0000 2020,0,0,0,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #WuhanCoronavirus #CCPChina,Mon Feb 03 04:47:10 +0000 2020,0,0,0,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@Hope1367316141 @guardian Thank the lord Taiwan blocked Chinese traveling here. You can see where infections are growing rapidly countries which didnt ban Chinese tourists,Tue Feb 04 04:51:39 +0000 2020,0,0,0,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian Doctors &amp; researchers from Wuhan discovered the #coronavirus can transmit person-to-person around mid Dec, but the authorities spent precious time arresting 8 citizens who spread the news instead of controlling the outbreak. Typical way for China to deal with a problem.",Sun Feb 02 16:40:55 +0000 2020,0,4,4,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian https://t.co/Fx6PzXrLSb,Mon Feb 03 14:07:42 +0000 2020,0,0,0,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian The puppet HK government is evil and shameless! https://t.co/U4IzDqe5gm,Mon Feb 03 07:36:40 +0000 2020,1,1,1,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian #Coronavirus has become an epidemic because evil #ccp tried to cover it at first. This is unforgivable! https://t.co/zMdGzSCThS,Mon Feb 03 15:50:35 +0000 2020,0,0,0,11:07.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,"@guardian CCP are corrupted. They first took the 8 ppl telling #coronavirus to prison &amp; censor all such info to stop spreading of the disease, then their officials took away face masks of medics who help &amp; do medical treatments to ppl which will lead to further spread. The world hate them. https://t.co/V4AmynI423",Mon Feb 03 07:40:28 +0000 2020,1,1,1,11:09.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian IT'S THE BEGINNING OF THE END,Mon Feb 03 11:39:49 +0000 2020,0,0,0,11:09.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Human lives are worthless to #CCPCCP only cares about power/authority https://t.co/CK4AO2lft9,Mon Feb 03 12:56:35 +0000 2020,0,2,2,11:09.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian CCP is the most shameless tyranny in human history.,Mon Feb 03 06:24:16 +0000 2020,0,0,0,11:09.5,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian @guardian stop believing China. China has no control over how Taiwan are dealing with preventing the #coronavirus from spreading here. China really dont have any jurisdiction as Im aware you know. Afraid of losing access to #CCP propaganda like the other western media?,Tue Feb 04 04:53:18 +0000 2020,0,1,1,11:12.6,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Definitely warrant further investigation with very high likelihood of under report and mishandling an epidemic. Now there are rumors of inhumane quarantine conditions in Wuhan and men in PPE armed with rifles for presumed killing of infectedhttps://t.co/wSJJBXVDhD,Tue Feb 04 02:18:21 +0000 2020,0,0,0,11:12.6,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,@guardian Chinese Communist Party is world's biggest terrorist organization,Sun Feb 02 16:46:56 +0000 2020,0,1,1,11:12.6,comment
https://mobile.twitter.com/guardian/status/1223979274232827910,Sun Feb 02 2020,Leaked videos from #Wuhan showed suspected armed militaries. It is said that they try to stop people from escaping from Wuhan #WuhanCoronovirus https://t.co/Fsxq2Sja6o,Sun Feb 02 12:49:53 +0000 2020,334,364,364,11:12.6,comment
