Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump Ebola is always roaming around somewhere in Africa, not banning travelers from there, so why China? There's always some evil disease lurking somewhere. The more we invade the jungles &amp; forests the more the planet will figh",Wed Jan 22 00:01:03 +0000 2020,2,8,8,02:05.2,query
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump ""for pete's sake"" love it.",Tue Jan 21 18:55:02 +0000 2020,0,6,6,02:05.2,support
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump It would greatly cut down birth tourism as well.,Tue Jan 21 18:54:15 +0000 2020,0,7,7,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,@CharlesNegy @AnnCoulter @realDonaldTrump Exactly we should work with China to mitigate the risk for all.,Tue Jan 21 21:46:23 +0000 2020,0,4,4,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,"@TenTinyTweets @AnnCoulter @realDonaldTrump Seriously, pregnant Russians anytime over - Christian, closer to the West than some of the actual West of today. If preserving western culture is an issue at all, and I think it is. ????",Wed Jan 22 00:43:47 +0000 2020,0,1,1,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Will he put a temporary travel ban on pregnant Russians....or wealthy pregnant Chinese??,Tue Jan 21 18:57:47 +0000 2020,1,6,6,02:05.2,query
2331092748167865865,Tue Jan 21 2020,@DikmenMec @AnnCoulter @realDonaldTrump It's so much cleaner than FFS,Tue Jan 21 18:59:13 +0000 2020,0,3,3,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump Although I get your point, diseases travel through all kinds of conduits (e.g., there are 1000s of people from all over the world who visit China. So, say, a French person who visited China could fly to the U.S. with no proble",Tue Jan 21 19:18:42 +0000 2020,1,23,23,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump During SARS in 2003, the CCCP lied voraciously, which allowed that disease to spread throughout the world.The Chinese government is not to bother trusted. They would let the world literally  suffer pandemic to save face. They ",Tue Jan 21 18:56:47 +0000 2020,2,12,12,02:05.2,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump This has been on Chinese social media for quite a while. The Chinese government hid it. It was probably already here. :(,Tue Jan 21 19:14:03 +0000 2020,0,1,1,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Little late for that. Just assume that person coughed the entire 12 hour flight if they were showing symptoms so everyone that plane was infected. All those people got on flights. This virus is now international I would bet. B,Tue Jan 21 19:21:23 +0000 2020,0,1,1,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump I used to listen, read, pay attention. But lately everything you say or do seems out of anger and contempt.",Tue Jan 21 19:09:12 +0000 2020,0,3,3,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Better start soon.. https://t.co/g8XLsLoJ9v,Tue Jan 21 19:10:09 +0000 2020,0,1,1,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump .Good idea!  Let's go one step further an ban all viruses from air travel.  Block all mammals from entering country.Oh, wait.  Viruses dont buy tickets.  Damn.Time to rethink.",Tue Jan 21 18:58:55 +0000 2020,1,1,1,02:06.9,support
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Make it permanent.,Tue Jan 21 18:59:08 +0000 2020,0,2,2,02:06.9,support
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Watch Montreal &amp; San Fran. That's where SARS got to early. This virus will be the same. Australia is also on high alert.,Tue Jan 21 18:56:29 +0000 2020,0,2,2,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump No president since Ellis Island has used the INA to keep us safe from contagious diseases.  The authority is there, but it takes a pair to do it.",Tue Jan 21 19:45:25 +0000 2020,0,1,1,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump News reported no vaccine or cure for this. Travel ban for anyone from the affected areas would make sense.,Tue Jan 21 19:14:14 +0000 2020,1,2,2,02:06.9,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Good idea.,Tue Jan 21 19:01:41 +0000 2020,0,0,0,02:09.9,support
2331092748167865865,Tue Jan 21 2020,"@AnnCoulter @realDonaldTrump In before ""Muh Xenophobia"" virtue signals",Tue Jan 21 19:11:55 +0000 2020,0,0,0,02:09.9,comment
2331092748167865865,Tue Jan 21 2020,@AnnCoulter @realDonaldTrump Good!,Tue Jan 21 18:58:17 +0000 2020,0,0,0,02:09.9,support
