Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
-5295207819702012728,Mon Jan 27 2020,"just because it's not in your country, doesn't mean it can't be spread over there. we only want the safety of the boys and other fans.",Mon Jan 27 11:38:37 +0000 2020,2,44,44,23:18.0,deny
-5295207819702012728,Mon Jan 27 2020,@wolfcubCB97 @boyfriendhwang_ yahhh i agree... their health and well-being should be the top priority in this house,Mon Jan 27 13:50:36 +0000 2020,0,4,4,23:18.0,support
-5295207819702012728,Mon Jan 27 2020,@boyfriendhwang_ this is still not the time but my dp sexc,Mon Jan 27 15:01:41 +0000 2020,0,0,0,23:18.0,comment
-5295207819702012728,Mon Jan 27 2020,@boyfriendhwang_ im???? literally what is stupid about it im-,Mon Jan 27 11:42:08 +0000 2020,0,2,2,23:18.0,query
-5295207819702012728,Mon Jan 27 2020,"@boyfriendhwang_ if stray kids gets infected, they may infect so many other people. It isnt fair for any of skz or stay :((",Mon Jan 27 22:16:09 +0000 2020,0,0,0,23:18.0,deny
-5295207819702012728,Mon Jan 27 2020,@angelhwng they're the ones being racist here jsjskdndnd ignorant too,Mon Jan 27 14:38:49 +0000 2020,0,1,1,23:18.0,comment
-5295207819702012728,Mon Jan 27 2020,@sunnymingi they can't see the logic about it,Mon Jan 27 11:43:13 +0000 2020,0,2,2,23:18.0,comment
-5295207819702012728,Mon Jan 27 2020,@boyfriendhwang_ and the way she and another stay were chatting it out saying we were being jealous and racist for wanting to cancel please i wanted to cry ??????,Mon Jan 27 14:34:40 +0000 2020,0,4,4,23:18.0,comment
-5295207819702012728,Mon Jan 27 2020,this tweet is not me saying it only applies to kpop idols and kpop fans. this goes to everyone. stay safe and don't go into crowded areas unprotected. if you think you are infected stay in your home isolated instead of going outside to go to a hospital as you could spread it more,Mon Jan 27 13:55:07 +0000 2020,1,27,27,23:18.0,support
-5295207819702012728,Mon Jan 27 2020,"@boyfriendhwang_ are they dumb,, its really serious and we care for skz! the disease is terrifying and just bc the disease hasn't been carried to ur region doesn't mean the disease is faKe smh :(",Mon Jan 27 14:45:19 +0000 2020,0,1,1,23:20.8,comment
-5295207819702012728,Mon Jan 27 2020,"@jeonstfu1 @boyfriendhwang_ we're just concerned for their health, there's absolutely nothing hateful about that",Mon Jan 27 13:33:01 +0000 2020,0,6,6,23:23.7,comment
