Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
353999014405848344,Mon Jan 27 2020,"@nytopinion The hosts of #coronarvirus have travelled around the world for some time already. Imo, quarantine won't help a lot at this stage. Closure of borders will be necessary in the coming days. https://t.co/v2qRdynRpG",Mon Jan 27 10:58:42 +0000 2020,2,8,8,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@nytopinion When China seals the sources of situation of #WuhanPneumonia. The actual situation of Wuhan Pneumonia in Mainland is unknown. Official release data may not reliable. HK govt is putting life of ppl on aside to comfort CCP. HK ppl should protect,Mon Jan 27 14:43:51 +0000 2020,1,5,5,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@nytopinion I am afraid that real situation is much worse as evidenced by the fact that 13 cities are already lockdown by CCP. It has already been widespread. CCP can't be trusted as their news have been censored. They control the information regardless o,Mon Jan 27 10:51:31 +0000 2020,2,11,11,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@nytopinion 5 million people left wuhan. God bless the world.#ChinesePneumonia #CoronavirusOutbreak https://t.co/zE6ua2WzIZ,Mon Jan 27 08:56:15 +0000 2020,3,17,17,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@TomT88696910 @nytopinion They are severe reactions and frequently late but not at all too much. They arent designed for individuals they are designed to protect populations.,Mon Jan 27 12:56:59 +0000 2020,0,0,0,46:40.6,deny
353999014405848344,Mon Jan 27 2020,"@nytopinion It's all because the severe censorship in China, and the self censoring in CCP officersChairman Xi wants a happy celebration in #LunarNewYear , that's why no info is disclosed until outbreak can no longer be controlled https://t.co/EkZmJoATfB",Mon Jan 27 18:25:37 +0000 2020,4,10,10,46:40.6,comment
353999014405848344,Mon Jan 27 2020,"@nytopinion Chinese censorship in its deadly way. If CCP didn't cover up this #WuhanCoronavirus and raise awareness among citizens, this outbreak shouldn't happen.Many ????citizens still think the virus isn't serious and go travelling with fever before qu",Mon Jan 27 10:47:51 +0000 2020,9,30,30,46:40.6,comment
353999014405848344,Mon Jan 27 2020,"#BREAKING Buckle the fuck up.  Mayor of Wuhan said 5 MILLION people left Wuhan for Chinese New Year.  If true, what we have seen so far is just the tip of the iceberg #coronavirus https://t.co/g208ORZEFJ",Sun Jan 26 15:50:19 +0000 2020,296,382,382,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@nytopinion Too late... https://t.co/jJGMIlbUVQ,Mon Jan 27 07:15:14 +0000 2020,3,21,21,46:40.6,comment
353999014405848344,Mon Jan 27 2020,@1987_nirvana @paullo8191 @nytopinion Please sign and share White House Petition. Thanks https://t.co/qunouVPUky #StandWithHongKong #HKPoliceTerrorists #stopbeijing2022,Tue Jan 28 02:42:04 +0000 2020,0,0,0,46:40.6,comment
353999014405848344,Mon Jan 27 2020,"@nytopinion Not to mention the outbreak of #coronarvirus is caused by covering up news about the disease by #China, Hong Kong Government as the puppet of Communist China even transform a housing estate to a quarantine zone secretly and tell lies to the pe",Mon Jan 27 11:35:51 +0000 2020,1,0,0,46:43.2,support
353999014405848344,Mon Jan 27 2020,@nytopinion Biohazards exportation by #ChinaziVirus from #chinazi #China_is_terrorist,Mon Jan 27 11:03:41 +0000 2020,0,1,1,46:43.2,comment
353999014405848344,Mon Jan 27 2020,@nytopinion CCP hiding the truth.#SOSHK https://t.co/Jp6FDwhx14,Mon Jan 27 17:50:49 +0000 2020,0,0,0,46:43.2,deny
353999014405848344,Mon Jan 27 2020,@nytopinion @TomT88696910 They are severe reactions and frequently late but not at all too much. They arent designed for individuals they are designed to protect populations.,Mon Jan 27 12:56:41 +0000 2020,0,0,0,46:43.2,deny
353999014405848344,Mon Jan 27 2020,"@nytopinion They dont scared, their family and money at America",Mon Jan 27 14:32:13 +0000 2020,0,0,0,46:43.2,comment
353999014405848344,Mon Jan 27 2020,"@nytopinion A country cant tell truth, honest ppl are jailed, #ccp lackeys can have high life, privileged can fly away when theres disaster, how can it survive? #CCP_is_terrorist Quarantine helps ccp speed up elimination of low-end population. https:/",Mon Jan 27 23:39:49 +0000 2020,0,1,1,46:43.2,comment
