Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
-3416552616961264865,Tue Mar 24 2020,@DaggettBeaver @CNN https://t.co/mfICvOIPa6,Tue Mar 24 22:15:15 +0000 2020,0,1,1,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,@Maku1316 @CNN Exactly,Tue Mar 24 22:21:35 +0000 2020,0,0,0,31:25.3,support
-3416552616961264865,Tue Mar 24 2020,@CNN fear will not overcome hope!all at home! https://t.co/mIvOOV1oAl,Tue Mar 24 22:19:09 +0000 2020,1,1,1,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,"@CNN The Netflix movies contagion scenario is proven again, sadly.",Tue Mar 24 22:08:32 +0000 2020,2,4,4,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,@CNN Who send them test kits m,Tue Mar 24 22:21:07 +0000 2020,0,1,1,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,@CNN It’s okay. Trump knows more than the generals and everyone says he should have been a doctor...,Tue Mar 24 22:10:00 +0000 2020,0,3,3,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,@CNN Wait! I’m confused. Have they recently docked and disembarked?? https://t.co/pCRdUJQmwH,Tue Mar 24 22:18:57 +0000 2020,0,1,1,31:25.3,query
-3416552616961264865,Tue Mar 24 2020,"@CNN 'Milley was clear that ""no one actually knows"" when the crisis would be over, but that they were looking at ""a variety of models.""'But, of course, you want to paint the most dire picture possible, CNN.",Tue Mar 24 22:09:24 +0000 2020,0,1,1,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,"@CNN Translation:  ""Military leaders admitted nobody really knows when it will be over, but we're going to predict it lasts a long time so the economy crashes and Trump is defeated in 2020.""",Tue Mar 24 22:11:32 +0000 2020,2,4,4,31:25.3,comment
-3416552616961264865,Tue Mar 24 2020,"@CNN @SidneyRowe13 President Trump is not looking out for, nor has he ever had, the American people. He wants to reopen up the economy because he is thinking about he re-election campaign, and not about the health of the nation.",Tue Mar 24 22:29:57 +0000 2020,0,0,0,31:28.1,comment
-3416552616961264865,Tue Mar 24 2020,@CNN 😥,Tue Mar 24 22:06:43 +0000 2020,0,0,0,31:28.1,comment
-3416552616961264865,Tue Mar 24 2020,@CNN Good thing they're not in close contact-it could be disastrous [s/] USN 72-76,Tue Mar 24 22:34:17 +0000 2020,0,0,0,31:28.1,comment
-3416552616961264865,Tue Mar 24 2020,@CNN https://t.co/u4eHH6G1uQ,Tue Mar 24 22:12:36 +0000 2020,0,0,0,31:28.1,comment
-3416552616961264865,Tue Mar 24 2020,"@CNN Oh no, hopefully they will be ok 😞🙏🙏🙏",Tue Mar 24 22:08:31 +0000 2020,0,0,0,31:28.1,comment
-3416552616961264865,Tue Mar 24 2020,@CNN Military Leaders are not Doctors!! Fake News!!,Tue Mar 24 22:20:44 +0000 2020,0,0,0,31:28.1,deny
