Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
7526427049238259525,Thu Mar 26 2020,@CNN If only Dr Fauci was the only one speaking at these daily briefings.Instead we get  …?a lot of nonsense,Thu Mar 26 01:46:47 +0000 2020,0,2,2,03:56.0,comment
7526427049238259525,Thu Mar 26 2020,@CNN @sami_barrit  You don’t make the timeline... the virus makes the timeline,Thu Mar 26 01:40:55 +0000 2020,0,2,2,03:56.1,comment
7526427049238259525,Thu Mar 26 2020,@CNN Thank goodness for Dr Fauci. I just hope no one gets jealous of his track record and particularly the high esteem he is held in.Their can only be one king to whom others must kowtow to.,Thu Mar 26 01:57:47 +0000 2020,0,1,1,03:56.1,comment
7526427049238259525,Thu Mar 26 2020,@CNN Who is this Doctor guy?  Why is a virus seasonal? CNN has too much faith in this 1 random doctor,Thu Mar 26 01:43:58 +0000 2020,0,0,0,03:56.1,query
7526427049238259525,Thu Mar 26 2020,"@CNN @SpiroAgnewGhost It's what happened in 1917...and it came back evolved.Stronger.Better, stronger, faster https://t.co/q8lnWmiy1Q",Thu Mar 26 02:03:16 +0000 2020,1,0,0,03:56.1,comment
7526427049238259525,Thu Mar 26 2020,"@CNN Following Trump, MAGA?,Thu Mar 26 01:40:25 +0000 2020,0,1,1,2020-05-21 05:03:56.074665
https://mobile.twitter.com/surfnakd23/status/1242988992674447360,Thu Mar 26 2020,@surfnakd23 @CNN He's only the director of the National Institute of Allergy and Infectious Diseases.  Seems like he's pretty well qualified.,Thu Mar 26 01:51:20 +0000 2020,0,13,13,2020-05-21 05:03:56.078665
https://mobile.twitter.com/joachimandr3/status/1242988992674447360,Thu Mar 26 2020,@joachimandr3 @CNN je t’avais dit pour une grippe saisonnière sur ce coronavirus !,Thu Mar 26 01:41:37 +0000 2020,0,0,0,2020-05-21 05:03:56.083667
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN Coronavirus mutates. Means you can catch it more then once and could be worse as it changes.,Thu Mar 26 01:40:21 +0000 2020,0,2,2,2020-05-21 05:03:56.088668
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN Good info here... https://t.co/CApEM8RhSi,Thu Mar 26 01:40:21 +0000 2020,0,0,0,2020-05-21 05:03:58.997275
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN Reality ck?Thu Mar 26 01:45:57 +0000 2020,0,0,0,2020-05-21 05:03:59.003277
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN https://t.co/rTuiaKy9JI,Thu Mar 26 01:39:38 +0000 2020,0,0,0,2020-05-21 05:03:59.011279
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN Dude has been infected by maga,Thu Mar 26 01:49:29 +0000 2020,0,0,0,2020-05-21 05:03:59.017280
https://mobile.twitter.com/CNN/status/1242988992674447360,Thu Mar 26 2020,@CNN I have said that too"," before him 💪🏽""",Thu Mar 26 01:40:47 +0000 2020,0,0,0,comment
7526427049238259525,Thu Mar 26 2020,@CNN Not sure Dr. Brix and Dr. Fauci agree on what that means for the future of our country given what we are doing today. https://t.co/yc4cWj7c21,Thu Mar 26 01:42:24 +0000 2020,0,0,0,03:59.0,comment
7526427049238259525,Thu Mar 26 2020,@CNN The problem 👇🏼https://t.co/7NhecEG99i,Thu Mar 26 01:49:52 +0000 2020,0,0,0,03:59.0,comment
7526427049238259525,Thu Mar 26 2020,@CNN Prepared as in a vaccine or better cure so America doesn't go back on lock down.,Thu Mar 26 01:47:03 +0000 2020,0,0,0,03:59.0,comment
7526427049238259525,Thu Mar 26 2020,Breaking: Bahrain says drug touted by Trump as possible treatment for coronavirus is working effectively on its patients.  https://t.co/DOLj5RqRVK,Wed Mar 25 22:15:35 +0000 2020,11277,21826,21826,03:59.0,comment
7526427049238259525,Thu Mar 26 2020,"@CNN ""Raising the urgency""? Is it not raised to ALL THE WAY???",Thu Mar 26 01:43:06 +0000 2020,0,0,0,03:59.0,query
7526427049238259525,Thu Mar 26 2020,@CNN The premise is very simple:  hope for the best and prepare for the worstYou will never be caught unprepared,Thu Mar 26 01:44:40 +0000 2020,0,0,0,03:59.1,comment
7526427049238259525,Thu Mar 26 2020,@CNN Chris como sorry!,Thu Mar 26 01:57:12 +0000 2020,1,1,1,04:01.9,comment
7526427049238259525,Thu Mar 26 2020,@RockingPsychic @CNN You understand that's a circular relationship right meaning we should be on lockdown indefinitely?,Thu Mar 26 01:45:04 +0000 2020,0,0,0,04:01.9,query
