Twitter ID,release date,comment,time,replies,retweets,likes,timestamp,stance
5638288512894919394,Mon Feb 17 2020,"@soopervillain @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily Did you even read the tweet you are responding to or did you just skim the topic and spat out your opinion devoid of any specifics or examples?  The tweet you are replying to is a response, with specific examples, to this over generalization.",Mon Feb 17 02:19:57 +0000 2020,0,0,0,24:16.2,support
5638288512894919394,Mon Feb 17 2020,"@soopervillain @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily Apologies in retrospect, if they are not a ""dude""",Mon Feb 17 02:32:04 +0000 2020,0,0,0,24:16.2,support
5638288512894919394,Mon Feb 17 2020,@joncoopertweets This is a Trump tactic not a Dem tactic show more class!,Sun Feb 16 23:03:32 +0000 2020,3,175,175,24:16.2,support
5638288512894919394,Mon Feb 17 2020,@ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily His record is shit on guns. That's why he's my second choice.,Mon Feb 17 01:33:01 +0000 2020,0,4,4,24:16.2,support
5638288512894919394,Mon Feb 17 2020,@joncoopertweets @trumplies_daily He voted against the bill because he believed a national waiting period was a federal overreach (this would unite Republicans) and because he was answering to his constituents. (Vermont hunters) He's had a C or F rating with NRA for past 15 years. Bernie answers to the people.,Mon Feb 17 00:04:54 +0000 2020,10,158,158,24:16.2,support
5638288512894919394,Mon Feb 17 2020,"@soopervillain @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily Dude's tweet literally starts with ""He voted against the bill because"".  Where are you getting this claim from?",Mon Feb 17 02:29:54 +0000 2020,0,0,0,24:16.2,deny
5638288512894919394,Mon Feb 17 2020,"@soopervillain @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily I'm not familiar with the research vote, but if it was during the 90's then yes, it would be at the demand of his constituents.  Here's the explanation from Bernie.  He wanted to ban assault weapons in '88 and found being pro-gun control meant not elected https://t.co/NC8DFacIy4",Mon Feb 17 02:36:06 +0000 2020,0,1,1,24:16.2,support
5638288512894919394,Mon Feb 17 2020,Bernie Sanders voted FIVE times against the Brady billBernie Sanders voted FIVE times against the Brady billBernie Sanders voted FIVE times against the Brady billBernie Sanders voted FIVE times against the Brady billBernie Sanders voted FIVE times against the Brady bill,Sun Feb 16 22:58:15 +0000 2020,4153,9495,9495,24:16.2,support
5638288512894919394,Mon Feb 17 2020,"@trumplies_daily Im sorry, but how exactly is this a Trump tactic? Is it not true that Bernie Sanders voted five times against the Brady bill? If thats false, Ill be happy to issue a correction.",Sun Feb 16 23:45:35 +0000 2020,31,275,275,24:16.2,deny
5638288512894919394,Mon Feb 17 2020,"@Dragonxcore @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily And yes, I appreciate the voting for your constituents argument. I have been to VT.BUT, voting against RESEARCH???? And, unless gun manufacturers are his constituents, that vote is shitty",Mon Feb 17 02:28:39 +0000 2020,0,1,1,24:16.2,support
